id,isbn,title,authors,language,genre,published,published_date,page_count,size,created_date,updated_date,deleted_date
496,0195153448,Third Time Lucky,"{""Meg Cabot""}",en,"{""Young Adult"",Romance,Fiction,Contemporary,""Womens Fiction"",""Chick Lit"",""Young Adult"",Teen,Childrens,Humor,""Realistic Fiction"",Audiobook}",Oxford University Press,2002,213,15.5x20.5,2024-02-26,,
510,0195153448,The Mercy Seat,"{""Martyn Waites""}",en,"{Thriller,Fiction,Mystery,Crime,""European Literature"",""British Literature"",Mystery}",Oxford University Press,2006-01-01,421,15.5x20.5,2024-02-26,,
512,0195153448,Swapping Lives,"{""Jane Green""}",en,"{Fiction,Contemporary,""Adult Fiction"",Adult,""Womens Fiction"",""Chick Lit"",""Womens Fiction"",Audiobook,Humor,Romance,""Contemporary Romance"",Relationships}",Oxford University Press,2006,410,15.5x20.5,2024-02-26,,
515,0195153448,Borderlords,"{""Terry C. Johnston""}",en,"{Historical,""Historical Fiction"",Westerns}",Oxford University Press,1986,514,15.5x20.5,2024-02-26,,
518,0195153448,Just a Kiss Away,"{""Jill Barnett""}",en,"{Romance,Romance,""Historical Romance"",Historical,Historical,""Historical Fiction"",Fiction,Romance,""Contemporary Romance"",Humor,Adventure,Contemporary,""Womens Fiction"",""Chick Lit""}",Oxford University Press,1991,342,15.5x20.5,2024-02-26,,
519,0195153448,Bride of the Mist,"{""Christina Skye""}",en,"{Romance,Fantasy,Paranormal,Romance,""Paranormal Romance"",Contemporary,Fiction,""Science Fiction"",""Time Travel"",Romance,""Historical Romance"",Romance,""Romantic Suspense"",Fantasy,Historical}",Oxford University Press,1996-05-01,416,15.5x20.5,2024-02-26,,
522,0195153448,Spartina,"{""John Casey""}",en,"{Fiction,Novels,Contemporary,""Literary Fiction"",Literature,Literature,American,""Adult Fiction"",""The United States Of America"",American,""American Fiction"",Literature,""20th Century""}",Oxford University Press,1990,375,15.5x20.5,2024-02-26,,
524,0195153448,When Heaven and Earth Changed Places,"{""Le Ly Hayslip"",""Jay Wurts""}",en,"{Nonfiction,Autobiography,Memoir,History,Cultural,Asia,Biography,War,Biography,Autobiography,""Biography Memoir"",Historical,Politics}",Oxford University Press,1990,368,15.5x20.5,2024-02-26,,
526,0195153448,Without Mercy,"{""Miriam Ali"",""Jana Wain""}",en,"{Nonfiction,Biography,""Biography Memoir"",Autobiography,Memoir,Biography,Autobiography}",Oxford University Press,1996,390,15.5x20.5,2024-02-26,,
527,0195153448,Burnt Sienna,"{""David Morrell""}",en,"{Thriller,Fiction,Mystery,Suspense,Thriller,""Mystery Thriller"",Action,Mystery,Crime,""Spy Thriller"",Espionage,Adventure,Thriller,""Spy Thriller""}",Oxford University Press,2001-02-01,404,15.5x20.5,2024-02-26,,
529,0195153448,Left Neglected,"{""Lisa Genova""}",en,"{Fiction,Contemporary,Medical,""Adult Fiction"",""Book Club"",Adult,Psychology,Audiobook,""Womens Fiction"",""Chick Lit"",Family}",Oxford University Press,2011,448,15.5x20.5,2024-02-26,,
531,0195153448,The Five Bells and Bladebone,"{""Martha Grimes""}",en,"{Mystery,Fiction,""European Literature"",""British Literature"",Mystery,Crime,Thriller,""Mystery Thriller"",Mystery,""Cozy Mystery"",Mystery,Detective,""Emergency Services"",Police,Thriller,Humor}",Oxford University Press,1988,370,15.5x20.5,2024-02-26,,
532,0195153448,The Undesired Princess & the Enchanted Bunny,"{Decamp,""Lyon Sprague De Camp"",""David Drake""}",en,"{Fantasy,Fiction,Humor,""Short Stories"",""Science Fiction""}",Oxford University Press,1990,276,15.5x20.5,2024-02-26,,
537,0195153448,Highland Destiny,"{""Hannah Howell""}",en,"{Romance,""Historical Romance"",Romance,Historical,Historical,""Historical Fiction"",Historical,Medieval,Cultural,Scotland,Adult,Fiction,Audiobook,""Historical Romance"",""Medieval Romance""}",Oxford University Press,1998,316,15.5x20.5,2024-02-26,,
538,0195153448,Clear and Present Danger,"{""Tom Clancy""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,War,""Military Fiction"",Suspense,Mystery,Action,Adventure,Thriller,""Mystery Thriller"",Thriller,""Spy Thriller""}",Oxford University Press,1990,688,15.5x20.5,2024-02-26,,
539,0195153448,He Sees You when You're Sleeping,"{""Mary Higgins Clark"",""Carol Higgins Clark""}",en,"{Mystery,Holiday,Christmas,Fiction,Thriller,""Mystery Thriller"",Suspense,Thriller,Holiday,""Adult Fiction"",Mystery,Crime,Adult}",Oxford University Press,2002-11,208,15.5x20.5,2024-02-26,,
544,0195153448,Ninth Girl,"{""Tami Hoag""}",en,"{Mystery,Thriller,Mystery,Crime,Suspense,Fiction,Thriller,""Mystery Thriller"",Audiobook,Mystery,Detective,Adult,Contemporary}",Oxford University Press,2013,405,15.5x20.5,2024-02-26,,
546,0195153448,Broken Music,{Sting},en,"{Music,Biography,Nonfiction,Autobiography,Memoir,Biography,Autobiography,""Biography Memoir"",Music,Musicians,""European Literature"",""British Literature"",Unfinished,Adult}",Oxford University Press,2004,304,15.5x20.5,2024-02-26,,
547,0195153448,No Greater Love,"{""Danielle Steel""}",en,"{Romance,Fiction,Historical,""Historical Fiction"",Romance,""Historical Romance"",Historical,""Womens Fiction"",""Chick Lit"",Contemporary,Drama,Novels,Adult}",Oxford University Press,1992,380,15.5x20.5,2024-02-26,,
548,0195153448,The Last Full Measure,"{""Jeff Shaara""}",en,"{Historical,""Historical Fiction"",""Military History"",""Civil War"",Fiction,War,Historical,""American History"",""American Civil War"",War,""Military Fiction"",""North American Hi..."",""American History"",Military,""Military History"",Novels}",Oxford University Press,2000,612,15.5x20.5,2024-02-26,,
549,0195153448,Johnny Panic and the Bible of Dreams,"{""Sylvia Plath""}",en,"{""Short Stories"",Fiction,Poetry,Classics,Literature,Writing,Essays,Literature,American,Feminism,""Adult Fiction"",Literature,""20th Century""}",Oxford University Press,2001,358,15.5x20.5,2024-02-26,,
554,0195153448,Enchanters' End Game,"{""David Eddings""}",en,"{Fantasy,Fiction,Fantasy,""Epic Fantasy"",""Young Adult"",Fantasy,""High Fantasy"",""Science Fiction Fantasy"",Adventure,Fantasy,Magic,Childrens,Childrens,""Middle Grade""}",Oxford University Press,1984,372,15.5x20.5,2024-02-26,,
556,0195153448,Jephte's Daughter,"{""Naomi Ragen""}",en,"{Fiction,Literature,Jewish,Historical,""Historical Fiction"",Cultural,Israel,""Womens Fiction"",""Chick Lit"",""Adult Fiction"",Novels,Adult,Literature,American,Religion,Judaism}",Oxford University Press,1990-01,404,15.5x20.5,2024-02-26,,
558,0195153448,Dismissed with Prejudice,"{""J. A. Jance""}",en,"{Mystery,Fiction,Mystery,Crime,Thriller,""Mystery Thriller"",Mystery,Detective,Audiobook,Suspense,Thriller,Adult,Contemporary}",Oxford University Press,1989-06-01,384,15.5x20.5,2024-02-26,,
564,0195153448,Line of Vision,"{""David Ellis""}",en,"{Fiction,Mystery,Thriller,Thriller,""Legal Thriller"",Thriller,""Mystery Thriller"",Suspense,Novels,""Adult Fiction"",Literature,American,Audiobook}",Oxford University Press,2002-02-05,448,15.5x20.5,2024-02-26,,
568,0195153448,Imajica II,"{""Clive Barker""}",en,"{Fantasy,Horror,Fiction,""Science Fiction"",""Science Fiction Fantasy"",""Speculative Fiction"",Fantasy,Paranormal,Fantasy,""Urban Fantasy"",Fantasy,""Dark Fantasy"",Adventure}",Oxford University Press,1995-05-10,544,15.5x20.5,2024-02-26,,
571,0195153448,Dazzle,"{""Judith Krantz""}",en,"{Fiction,""Womens Fiction"",""Chick Lit"",Romance,Contemporary,Romance,""Contemporary Romance"",Drama,""Womens Fiction"",""Adult Fiction"",Roman,Adult}",Oxford University Press,1992,575,15.5x20.5,2024-02-26,,
573,0195153448,Ice Station,"{""Matthew Reilly""}",en,"{Thriller,Fiction,Action,Adventure,War,""Military Fiction"",Mystery,Suspense,Thriller,""Mystery Thriller"",""Science Fiction"",Audiobook}",Oxford University Press,2007,611,15.5x20.5,2024-02-26,,
574,0195153448,Ender's Game,"{""Orson Scott Card"",""Brian Harrison""}",en,"{""Science Fiction"",""Young Adult"",Fantasy,Classics,""Science Fiction Fantasy"",""Science Fiction"",Dystopia,War,Audiobook,Adventure,Novels}",Oxford University Press,1997,357,15.5x20.5,2024-02-26,,
577,0195153448,Retribution,"{""Max Hastings""}",en,"{History,Nonfiction,Military,""Military History"",War,War,""World War II"",War,""Military Fiction"",Cultural,Japan,Audiobook,""North American Hi..."",""American History"",Cultural,Asia}",Oxford University Press,2009,615,15.5x20.5,2024-02-26,,
579,0195153448,Crisis Investing,"{""Douglas R. Casey""}",en,"{Economics,Economics,Finance,Currency,Money}",Oxford University Press,1981,290,15.5x20.5,2024-02-26,,
580,0195153448,I'm a Believer,"{""Jessica Adams""}",en,"{""Womens Fiction"",""Chick Lit"",Fiction,Romance}",Oxford University Press,2002,384,15.5x20.5,2024-02-26,,
585,0195153448,Every Secret Thing,"{""Gillian Slovo""}",en,"{Nonfiction,Cultural,Africa,Biography,""Southern Africa"",""South Africa"",Autobiography,Memoir,History,Biography,Autobiography,""Book Club"",""Biography Memoir""}",Oxford University Press,1997,282,15.5x20.5,2024-02-26,,
586,0195153448,Vampire Blood Trilogy,"{""Darren Shan""}",en,"{Fantasy,""Young Adult"",Paranormal,Vampires,Horror,Fantasy,Paranormal,Fiction,Fantasy,""Urban Fantasy"",Fantasy,Supernatural,Childrens,""Young Adult"",Teen}",Oxford University Press,2003,510,15.5x20.5,2024-02-26,,
588,0195153448,China Boy,"{""Gus Lee""}",en,"{Fiction,Cultural,China,Literature,""Asian Literature"",""Young Adult"",""Coming Of Age"",Cultural,Asia,Unfinished,""Young Adult"",Historical,""Adult Fiction"",""Literary Fiction""}",Oxford University Press,1992,394,15.5x20.5,2024-02-26,,
589,0195153448,Silver,"{""Penny Jordan""}",en,"{Romance,""Category Romance"",Harlequin,Contemporary,Romance,""Contemporary Romance"",Fiction}",Oxford University Press,1990,507,15.5x20.5,2024-02-26,,
590,0195153448,Deck the Halls,"{""Mary Higgins Clark"",""Carol Higgins Clark""}",en,"{Mystery,Holiday,Christmas,Fiction,Suspense,Holiday,Thriller,""Mystery Thriller"",Thriller,Adult,Mystery,Crime,Romance}",Oxford University Press,2001-11,202,15.5x20.5,2024-02-26,,
591,0195153448,A Murder of Quality,"{""John Le Carré""}",en,"{Fiction,Mystery,Thriller,Mystery,Crime,""Spy Thriller"",Espionage,Audiobook,Thriller,""Mystery Thriller"",""European Literature"",""British Literature"",Mystery,Detective,Thriller,""Spy Thriller""}",Oxford University Press,1994,176,15.5x20.5,2024-02-26,,
594,0195153448,Serpent,"{""Clive Cussler"",""Paul Kemprecos""}",en,"{Adventure,Fiction,Thriller,Mystery,Action,Suspense,Contemporary,Thriller,""Mystery Thriller"",Historical,""Historical Fiction"",Historical}",Oxford University Press,2000-05-01,480,15.5x20.5,2024-02-26,,
595,0195153448,Tom Clancy's Net Force,"{""Tom Clancy"",""Steve R. Pieczenik"",""Steve Perry""}",en,"{Fiction,Thriller,Action,""Science Fiction"",Mystery,War,""Military Fiction"",Adventure,""Spy Thriller"",Espionage,Suspense,""Speculative Fiction""}",Oxford University Press,2000,352,15.5x20.5,2024-02-26,,
596,0195153448,"My Zulu, Myself","{""Joy Chambers""}",en,"{Cultural,Africa}",Oxford University Press,1995,594,15.5x20.5,2024-02-26,,
597,0195153448,It was on Fire when I Lay Down on it,"{""Robert Fulghum""}",en,"{Nonfiction,Humor,Writing,Essays,""Self Help"",Inspirational,Philosophy,""Short Stories"",Autobiography,Memoir,Humor,Comedy,Spirituality}",Oxford University Press,1989,210,15.5x20.5,2024-02-26,,
599,0195153448,Probable Cause,"{""Grif Stockley""}",en,{Fiction},Oxford University Press,1993,343,15.5x20.5,2024-02-26,,
600,0195153448,The Murdered Sun,"{""Christie Golden""}",en,"{""Media Tie In"",""Star Trek"",""Science Fiction"",""Star Trek"",""Star Trek Voyager"",Fiction,""Media Tie In"",""Science Fiction"",Aliens,Space,""Space Opera"",""Science Fiction Fantasy"",""Media Tie In"",Tv,War}",Oxford University Press,1996,277,15.5x20.5,2024-02-26,,
606,0195153448,Talking Straight,"{""Lee A. Iacocca"",""Sonny Kleinfield""}",en,"{Business,Biography,Nonfiction,Business,Management,Politics,Leadership,Biography,Autobiography,Autobiography,Memoir}",Oxford University Press,1989,337,15.5x20.5,2024-02-26,,
607,0195153448,Sundays at Tiffany's,"{""James Patterson"",""Gabrielle Charbonnet""}",en,"{Romance,Fiction,""Womens Fiction"",""Chick Lit"",Fantasy,Contemporary,Adult,""Adult Fiction"",Fantasy,Paranormal,Romance,""Contemporary Romance"",Mystery}",Oxford University Press,2009-06-01,320,15.5x20.5,2024-02-26,,
609,0195153448,The Afghan,"{""Frederick Forsyth""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,Mystery,Action,War,Novels,Thriller,""Spy Thriller"",War,Terrorism,Suspense}",Oxford University Press,2007,462,15.5x20.5,2024-02-26,,
611,0195153448,"If You Lived Here, You'd Be Home By Now","{""Sandra Tsing Loh""}",en,"{Fiction,Humor,Contemporary,Novels}",Oxford University Press,1998-09-01,240,15.5x20.5,2024-02-26,,
612,0195153448,A Blessing over Ashes,"{""Adam Fifield""}",en,"{Nonfiction,Autobiography,Memoir,Cultural,Asia,Biography}",Oxford University Press,2001-06-05,336,15.5x20.5,2024-02-26,,
615,0195153448,Instances of the Number 3,"{""Salley Vickers""}",en,"{Fiction,""European Literature"",""British Literature"",Contemporary,""Literary Fiction"",Literature,Fantasy,Relationships,Novels}",Oxford University Press,2002,307,15.5x20.5,2024-02-26,,
620,0195153448,The Legacy,"{""Katherine Webb""}",en,"{Historical,""Historical Fiction"",Fiction,Mystery,Romance,Historical,""European Literature"",""British Literature"",Contemporary,""Adult Fiction"",Family,Drama}",Oxford University Press,2010,422,15.5x20.5,2024-02-26,,
621,0195153448,L.A. Dead,"{""Stuart Woods""}",en,"{Mystery,Fiction,Mystery,Crime,Thriller,Suspense,Thriller,""Mystery Thriller"",Mystery,Detective,Mystery,""Murder Mystery"",Audiobook,Contemporary}",Oxford University Press,2001-09-01,464,15.5x20.5,2024-02-26,,
623,0195153448,Don Cherry's Hockey Stories and Stuff,"{""Don Cherry""}",en,"{Sports,Sports,Sports,Hockey,Nonfiction,Biography,Cultural,Canada,Autobiography,Memoir}",Oxford University Press,2009-10-27,296,15.5x20.5,2024-02-26,,
625,0195153448,The Silence of Strangers,"{""Audrey Howard""}",en,"{Historical,""Historical Fiction"",Romance,""Historical Romance""}",Oxford University Press,1995,551,15.5x20.5,2024-02-26,,
626,0195153448,Nobody's Baby But Mine,"{""Susan Elizabeth Phillips""}",en,"{Romance,Romance,""Contemporary Romance"",Contemporary,Sports,Sports,""Womens Fiction"",""Chick Lit"",""Contemporary Romance"",""Sports Romance"",Fiction,Humor,Adult,Audiobook}",Oxford University Press,1997-02-01,384,15.5x20.5,2024-02-26,,
627,0195153448,Bad Samaritans,"{""Ha-Joon Chang""}",en,"{Economics,Nonfiction,Politics,History,Business,Economics,Finance,Currency,Money,Sociology,Politics,""Political Science"",Culture,Society}",Oxford University Press,2008,276,15.5x20.5,2024-02-26,,
819,0195153448,The Hidden Spirituality of Men,"{""Matthew Fox""}",en,"{Spirituality,Nonfiction,Psychology,Religion,Theology}",Oxford University Press,2009,339,15.5x20.5,2024-02-26,,
628,0195153448,To Green Angel Tower,"{""Tad Williams""}",en,"{Fantasy,Fiction,Fantasy,""Epic Fantasy"",Fantasy,""High Fantasy"",""Science Fiction Fantasy"",Epic,Adventure,Fantasy,Magic,Audiobook,""European Literature"",""German Literature""}",Oxford University Press,1994,816,15.5x20.5,2024-02-26,,
630,0195153448,The Return of Captain John Emmett,"{""Elizabeth Speller""}",en,"{Mystery,Historical,""Historical Fiction"",Fiction,Historical,""European Literature"",""British Literature"",Mystery,""Historical Mystery"",War,""World War I"",Mystery,Crime,War,Thriller,""Mystery Thriller""}",Oxford University Press,2011-04-01,442,15.5x20.5,2024-02-26,,
631,0195153448,The Thirteenth Tale,"{""Diane Setterfield""}",en,"{Fiction,Mystery,Historical,""Historical Fiction"",Gothic,Writing,""Books About Books"",Adult,Historical,Fantasy,Thriller,""Mystery Thriller"",""Book Club""}",Oxford University Press,2007,454,15.5x20.5,2024-02-26,,
633,0195153448,The Pact,"{""Jodi Picoult""}",en,"{Fiction,Romance,Contemporary,""Womens Fiction"",""Chick Lit"",Drama,Mystery,""Adult Fiction"",Adult,""Young Adult"",""Realistic Fiction""}",Oxford University Press,2008-03-20,480,15.5x20.5,2024-02-26,,
635,0195153448,Country Lovers,"{""Rebecca Shaw""}",en,"{Fiction,Romance,""European Literature"",""British Literature""}",Oxford University Press,2003,288,15.5x20.5,2024-02-26,,
636,0195153448,Milk Glass Moon,"{""Adriana Trigiani""}",en,"{Fiction,""Womens Fiction"",""Chick Lit"",Romance,Contemporary,American,Southern,""Adult Fiction"",Adult,Audiobook,""Womens Fiction"",Cultural,Italy}",Oxford University Press,2002,304,15.5x20.5,2024-02-26,,
637,0195153448,Love Works Like this,"{""Lauren Slater""}",en,"{Autobiography,Memoir,Parenting,Nonfiction,Psychology,Health,""Mental Health""}",Oxford University Press,2004,192,15.5x20.5,2024-02-26,,
638,0195153448,Olive Kitteridge,"{""Elizabeth Strout""}",en,"{Fiction,""Short Stories"",""Literary Fiction"",Contemporary,""Book Club"",""Adult Fiction"",Adult,Audiobook,Novels,Literature}",Oxford University Press,2008,270,15.5x20.5,2024-02-26,,
639,0195153448,First Term at Malory Towers,"{""Enid Blyton""}",en,"{Childrens,Fiction,Classics,Childrens,""Middle Grade"",""School Stories"",""Boarding School"",Childrens,""School Stories"",""Young Adult"",Academic,School,Adventure,""European Literature"",""British Literature""}",Oxford University Press,2006,181,15.5x20.5,2024-02-26,,
641,0195153448,Emma Brown,"{""Clare Boylan"",""Charlotte Brontë""}",en,"{Historical,""Historical Fiction"",Fiction,Classics,Historical,Literature,""19th Century"",Historical,Victorian,Gothic,Mystery,""European Literature"",""British Literature"",Romance}",Oxford University Press,2004,447,15.5x20.5,2024-02-26,,
642,0195153448,The Civilization of Angkor,"{""Charles Higham""}",en,"{Nonfiction,History,Cultural,Asia,History,Archaeology,Travel}",Oxford University Press,2003,192,15.5x20.5,2024-02-26,,
643,0195153448,The Leader,"{""Guy Walters""}",en,"{Thriller,""Science Fiction"",""Alternate History"",Fiction,Historical,""Historical Fiction""}",Oxford University Press,2004-03-15,340,15.5x20.5,2024-02-26,,
644,0195153448,March,"{""Geraldine Brooks""}",en,"{Historical,""Historical Fiction"",Fiction,Historical,""Military History"",""Civil War"",War,""Literary Fiction"",""Book Club"",""Adult Fiction"",Adult,Novels}",Oxford University Press,2006,298,15.5x20.5,2024-02-26,,
645,0195153448,Live at Five,"{""David Haynes""}",en,{Fiction},Oxford University Press,1997,292,15.5x20.5,2024-02-26,,
646,0195153448,The New You Survival Kit,"{""Daisy Waugh""}",en,"{""Womens Fiction"",""Chick Lit"",Fiction}",Oxford University Press,2002,293,15.5x20.5,2024-02-26,,
647,0195153448,Merlin,"{""Stephen R. Lawhead""}",en,"{Fantasy,Fiction,Historical,""Historical Fiction"",Mythology,Arthurian,Fantasy,Mythology,Christian,Historical,""Christian Fiction"",""Science Fiction Fantasy"",""Historical Fiction"",""Historical Fantasy""}",Oxford University Press,1990-04-01,448,15.5x20.5,2024-02-26,,
648,0195153448,The Tunnels of Cu Chi,"{""Tom Mangold"",""John Penycate""}",en,"{History,Nonfiction,War,War,""Military Fiction"",Military,""Military History"",Cultural,Asia,Biography,""North American Hi..."",""American History"",Historical,History,""World History""}",Oxford University Press,1986,301,15.5x20.5,2024-02-26,,
650,0195153448,The Dark Inside,"{""Rupert Wallis""}",en,"{""Young Adult"",Fantasy,Fantasy,Paranormal,Mystery}",Oxford University Press,2014-06,380,15.5x20.5,2024-02-26,,
651,0195153448,The Talisman,"{""Lynda La Plante""}",en,"{Fiction,Mystery,Crime,Mystery,Thriller}",Oxford University Press,1988,689,15.5x20.5,2024-02-26,,
654,0195153448,Asian Godfathers,"{""Joe Studwell""}",en,"{Business,Nonfiction,History,Cultural,Asia,Cultural,China,Economics,Politics,Economics,Finance,Literature,""Asian Literature"",""Self Help""}",Oxford University Press,2008-09,328,15.5x20.5,2024-02-26,,
659,0195153448,Storm Prey,"{""John Sandford""}",en,"{Mystery,Fiction,Thriller,Mystery,Crime,Thriller,""Mystery Thriller"",Mystery,Detective,Suspense,Audiobook,""Emergency Services"",Police,Mystery,""Murder Mystery""}",Oxford University Press,2010-06,408,15.5x20.5,2024-02-26,,
660,0195153448,The Sherlockian,"{""Graham Moore""}",en,"{Mystery,Fiction,Historical,""Historical Fiction"",Historical,Mystery,Crime,Thriller,""Mystery Thriller"",Audiobook,Writing,""Books About Books"",Thriller,Adult}",Oxford University Press,2010,350,15.5x20.5,2024-02-26,,
661,0195153448,My Favourite Wife,"{""Tony Parsons""}",en,"{Fiction,Contemporary,Romance,Cultural,China,Novels,Modern,Family,Cultural,Asia,""Womens Fiction"",""Chick Lit""}",Oxford University Press,2008,405,15.5x20.5,2024-02-26,,
663,0195153448,Black Cherry Blues,"{""James L. Burke""}",en,"{Mystery,Fiction,Mystery,Crime,Thriller,Thriller,""Mystery Thriller"",Mystery,Detective,Audiobook,Mystery,Noir,American,Southern,Mystery,""Hard Boiled""}",Oxford University Press,1990-12-01,384,15.5x20.5,2024-02-26,,
664,0195153448,The Two of Us,"{""Sheila Hancock""}",en,"{Biography,Nonfiction,Biography,Autobiography,Autobiography,Memoir,""Biography Memoir"",""European Literature"",""British Literature"",""Media Tie In"",Tv,Plays,Theatre}",Oxford University Press,2007-01-01,301,15.5x20.5,2024-02-26,,
666,0195153448,"We're Ready for You, Mr. Grodin","{""Charles Grodin""}",en,"{Biography,Nonfiction}",Oxford University Press,1994,320,15.5x20.5,2024-02-26,,
678,0195153448,Twice Kissed,"{""Lisa Jackson""}",en,"{Romance,""Romantic Suspense"",Mystery,Romance,Suspense,Thriller,Fiction,Contemporary,Thriller,""Mystery Thriller"",Romance,""Contemporary Romance"",Mystery,Crime}",Oxford University Press,1998,382,15.5x20.5,2024-02-26,,
694,0195153448,Cemetery Road Intl,"{""Greg Iles""}",en,"{Fiction,Mystery,Thriller,Suspense,Thriller,""Mystery Thriller"",Audiobook,Mystery,Crime,""Adult Fiction"",Historical,""Historical Fiction"",American,Southern}",Oxford University Press,2019-03-19,752,15.5x20.5,2024-02-26,,
698,0195153448,The Observatory,"{""Emily Grayson""}",en,"{Fiction,Romance,Contemporary,""Adult Fiction"",""Womens Fiction"",""Chick Lit""}",Oxford University Press,2001-03-06,304,15.5x20.5,2024-02-26,,
700,0195153448,Vertical Run,"{""Joseph R. Garber""}",en,"{Thriller,Fiction,Mystery,Suspense,Thriller,""Mystery Thriller"",Action,Adventure,""Asian Literature"",""Indonesian Literature"",""Spy Thriller"",Espionage,Mystery,Crime}",Oxford University Press,1996,305,15.5x20.5,2024-02-26,,
701,0195153448,With Song,"{""Dorothy Garlock""}",en,"{Romance,Romance,""Historical Romance"",Historical,Historical,""Historical Fiction"",Fiction,Suspense,Westerns}",Oxford University Press,1999-05-01,480,15.5x20.5,2024-02-26,,
702,0195153448,"""J"" is for Judgment","{""Sue Grafton""}",en,"{Mystery,Fiction,Mystery,Crime,Mystery,Detective,Thriller,""Mystery Thriller"",Thriller,Audiobook,Suspense,Mystery,""Murder Mystery"",Adult}",Oxford University Press,1994,376,15.5x20.5,2024-02-26,,
704,0195153448,The Switch,"{""Olivia Goldsmith""}",en,"{Fiction,""Womens Fiction"",""Chick Lit"",Romance,Humor,Contemporary,Novels,Adult,Marriage,""Adult Fiction""}",Oxford University Press,1999-01,330,15.5x20.5,2024-02-26,,
707,0195153448,Rhapsody,"{""Judith Gould""}",en,"{Romance,Fiction,Romance,""Contemporary Romance""}",Oxford University Press,2000,338,15.5x20.5,2024-02-26,,
708,0195153448,The Best is Yet to Come,"{""Judith Gould""}",en,"{Romance,Fiction}",Oxford University Press,2003,448,15.5x20.5,2024-02-26,,
709,0195153448,Stranger at the Crossroads,"{""Gena Dalton""}",en,"{""Category Romance"",""Love Inspired"",Romance,Christian,Romance,""Christian Romance"",""Christian Fiction""}",Oxford University Press,2002,250,15.5x20.5,2024-02-26,,
710,0195153448,The Third Victim,"{""Lisa Gardner""}",en,"{Mystery,Thriller,Suspense,Fiction,Mystery,Crime,Thriller,""Mystery Thriller"",Romance,""Romantic Suspense"",Romance,Mystery,""Murder Mystery"",Adult}",Oxford University Press,2002,358,15.5x20.5,2024-02-26,,
712,0195153448,The Finishing School,"{""Gail Godwin""}",en,"{Fiction,Contemporary,""Literary Fiction"",""Womens Fiction"",""Chick Lit"",""Young Adult"",""Coming Of Age"",American,Southern,Modern,""Book Club""}",Oxford University Press,1986,387,15.5x20.5,2024-02-26,,
716,0195153448,The Juror,"{""George Dawes Green""}",en,"{Fiction,Thriller,Mystery,Suspense,Mystery,Crime,Thriller,""Mystery Thriller"",Thriller,""Legal Thriller"",Novels,Anthologies,Collections,Drama}",Oxford University Press,1996,429,15.5x20.5,2024-02-26,,
717,0195153448,Bait & Switch,"{""Darlene Gardner""}",en,"{Romance,Romance,""Contemporary Romance"",Contemporary,Fiction,Humor,Adult}",Oxford University Press,2002,352,15.5x20.5,2024-02-26,,
718,0195153448,"""A"" is for Alibi","{""Sue Grafton""}",en,"{Mystery,Fiction,Mystery,Crime,Thriller,""Mystery Thriller"",Thriller,Mystery,Detective,Audiobook,Suspense,Adult,Mystery,""Murder Mystery""}",Oxford University Press,2005-11-01,320,15.5x20.5,2024-02-26,,
719,0195153448,The Fifth Angel,"{""Tim Green""}",en,"{Fiction,Mystery,Thriller,Suspense,Thriller,""Mystery Thriller"",Thriller,""Legal Thriller"",Mystery,Crime,Audiobook,Mystery,Detective,Environment,Green}",Oxford University Press,2004-01-01,384,15.5x20.5,2024-02-26,,
720,0195153448,The Old Contemptibles,"{""Martha Grimes""}",en,"{Mystery,Fiction,Mystery,Crime,""European Literature"",""British Literature"",Thriller,""Mystery Thriller"",Mystery,Detective,Mystery,""Cozy Mystery"",Thriller,Mystery,""Murder Mystery"",Adult}",Oxford University Press,2006,359,15.5x20.5,2024-02-26,,
721,0195153448,The Stone Council,"{""Jean-Christophe Grange""}",en,"{Thriller,Fiction,Mystery,Mystery,Crime,Roman,Cultural,France,Novels,Horror,Fantasy,Thriller,""Mystery Thriller""}",Oxford University Press,2002,373,15.5x20.5,2024-02-26,,
722,0195153448,Vaporetto 13,"{""Robert Girardi""}",en,"{Fiction,Paranormal,Ghosts,Cultural,Italy,Adult,Contemporary,""European Literature"",""Italian Literature""}",Oxford University Press,1998,197,15.5x20.5,2024-02-26,,
723,0195153448,Hester's Story,"{""Adèle Geras""}",en,"{Fiction,Novels,Contemporary,""European Literature"",""British Literature""}",Oxford University Press,2006-01,472,15.5x20.5,2024-02-26,,
724,0195153448,An Unwilling Guest,"{""Grace Livingston Hill""}",en,"{Romance,""Christian Fiction"",Christian,Historical,""Historical Fiction"",Fiction,Romance,""Christian Romance"",Adult,Inspirational,Historical}",Oxford University Press,1993-05,298,15.5x20.5,2024-02-26,,
725,0195153448,The Pelican Brief,"{""John Grisham""}",en,"{Fiction,Mystery,Thriller,Mystery,Crime,Suspense,Thriller,""Legal Thriller"",Thriller,""Mystery Thriller"",Novels,Law,""Adult Fiction""}",Oxford University Press,1993,421,15.5x20.5,2024-02-26,,
727,0195153448,The New Breed,"{""W.E.B. Griffin""}",en,"{Fiction,War,""Military Fiction"",Historical,""Historical Fiction"",War,Adventure,Historical,Action,Novels,Thriller,Fantasy}",Oxford University Press,1988-07-01,384,15.5x20.5,2024-02-26,,
