id,id_dau_sach,id_user,quantity,img_link,price,percent_damage,deposit,penalty_fee,created_date,updated_date,deleted_date
155,302,155,4,http://books.google.com/books/content?id=7NOCY9YX8SQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1700.00,0.00,440200.00,4800.00,2024-02-27,,
156,304,156,5,http://books.google.com/books/content?id=D2fJmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2300.00,0.00,193000.00,2100.00,2024-02-27,,
157,305,157,10,http://books.google.com/books/content?id=w2hGn_sUP8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,600.00,1.00,43700.00,400.00,2024-02-27,,
158,307,158,2,http://books.google.com/books/content?id=Xbh-fxt7ZIwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,300.00,10.00,197800.00,2100.00,2024-02-27,,
159,308,159,3,http://books.google.com/books/content?id=EVr8YSnxGsoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2400.00,2.00,314400.00,3400.00,2024-02-27,,
160,309,160,1,http://books.google.com/books/content?id=Y3WJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2400.00,6.00,335900.00,3700.00,2024-02-27,,
161,310,161,1,http://books.google.com/books/content?id=AyKPW0yNn50C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1000.00,5.00,331800.00,3600.00,2024-02-27,,
162,311,162,4,http://books.google.com/books/content?id=j9EcAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.00,6.00,421500.00,4600.00,2024-02-27,,
163,312,163,8,http://books.google.com/books/content?id=zNcSHOIYfPoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1100.00,0.00,91200.00,1000.00,2024-02-27,,
164,314,164,7,http://books.google.com/books/content?id=VANbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.00,7.00,41200.00,400.00,2024-02-27,,
165,315,165,8,http://books.google.com/books/content?id=l5zmGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1200.00,6.00,216200.00,2400.00,2024-02-27,,
166,316,166,7,http://books.google.com/books/content?id=PLv8wpUyacMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1600.00,2.00,256500.00,2800.00,2024-02-27,,
167,317,167,7,http://books.google.com/books/content?id=xwXfdTQkUNoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1000.00,3.00,90300.00,1000.00,2024-02-27,,
168,318,168,2,http://books.google.com/books/content?id=xd744klUk8cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1900.00,1.00,327500.00,3600.00,2024-02-27,,
169,319,169,8,http://books.google.com/books/content?id=_nWpAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1200.00,1.00,403900.00,4400.00,2024-02-27,,
170,320,170,10,http://books.google.com/books/content?id=MaSgnAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1700.00,0.00,451800.00,5000.00,2024-02-27,,
171,322,171,10,http://books.google.com/books/content?id=6Q_SKwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2400.00,1.00,448900.00,4900.00,2024-02-27,,
172,323,172,3,http://books.google.com/books/content?id=m2mIWl_umJAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,100.00,2.00,376100.00,4100.00,2024-02-27,,
173,324,173,6,http://books.google.com/books/content?id=rRVzpl0d_uYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2500.00,7.00,416400.00,4600.00,2024-02-27,,
174,326,174,5,http://books.google.com/books/content?id=_KgRYAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2100.00,4.00,281600.00,3100.00,2024-02-27,,
175,329,175,2,http://books.google.com/books/content?id=aqnk6kKPvRQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,600.00,1.00,307800.00,3400.00,2024-02-27,,
176,330,176,6,http://books.google.com/books/content?id=QANnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,100.00,8.00,271200.00,3000.00,2024-02-27,,
177,334,177,9,http://books.google.com/books/content?id=L0cEAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1300.00,6.00,404000.00,4400.00,2024-02-27,,
178,336,178,6,http://books.google.com/books/content?id=K08DAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1200.00,1.00,83600.00,900.00,2024-02-27,,
179,337,179,8,http://books.google.com/books/content?id=0yDbG1y8E30C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2500.00,5.00,497500.00,5500.00,2024-02-27,,
180,338,180,2,http://books.google.com/books/content?id=eRH5mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2600.00,10.00,179300.00,1900.00,2024-02-27,,
181,339,181,4,http://books.google.com/books/content?id=4rdj5AAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1600.00,9.00,97000.00,1000.00,2024-02-27,,
182,341,182,2,http://books.google.com/books/content?id=Bg22QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1200.00,2.00,261900.00,2900.00,2024-02-27,,
183,342,183,1,http://books.google.com/books/content?id=wL2aAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2800.00,9.00,91900.00,1000.00,2024-02-27,,
184,343,184,7,http://books.google.com/books/content?id=DxTbJIyC06sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,600.00,6.00,397300.00,4400.00,2024-02-27,,
185,344,185,8,http://books.google.com/books/content?id=a35smWJCkBMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,300.00,8.00,386600.00,4200.00,2024-02-27,,
186,347,186,8,http://books.google.com/books/content?id=rlqPBDpZT_sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1800.00,2.00,218300.00,2400.00,2024-02-27,,
187,354,187,2,http://books.google.com/books/content?id=c-448g6X23UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1900.00,8.00,214100.00,2300.00,2024-02-27,,
188,355,188,9,http://books.google.com/books/content?id=L7wQPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1100.00,0.00,320200.00,3500.00,2024-02-27,,
189,357,189,9,http://books.google.com/books/content?id=BQZYPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2400.00,10.00,181800.00,2000.00,2024-02-27,,
190,359,190,9,http://books.google.com/books/content?id=ZetBPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2600.00,8.00,385500.00,4200.00,2024-02-27,,
191,361,191,2,http://books.google.com/books/content?id=d6v1HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,100.00,5.00,297400.00,3300.00,2024-02-27,,
192,363,192,5,http://books.google.com/books/content?id=B8TFB36JMD8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,500.00,8.00,429200.00,4700.00,2024-02-27,,
193,366,193,2,http://books.google.com/books/content?id=xP4FAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1600.00,9.00,487100.00,5400.00,2024-02-27,,
194,368,194,8,http://books.google.com/books/content?id=p-uecQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1900.00,8.00,87500.00,900.00,2024-02-27,,
195,369,195,7,http://books.google.com/books/content?id=m_eFFsiBFFQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2100.00,5.00,360100.00,4000.00,2024-02-27,,
196,371,196,3,http://books.google.com/books/content?id=nA-LQ9XASMsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1000.00,0.00,422900.00,4600.00,2024-02-27,,
197,372,197,5,http://books.google.com/books/content?id=ONE9jAwFIuQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2700.00,4.00,291700.00,3200.00,2024-02-27,,
198,373,198,5,http://books.google.com/books/content?id=hu_ZQ7I1XXYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2400.00,3.00,200500.00,2200.00,2024-02-27,,
199,374,199,2,http://books.google.com/books/content?id=oUpAPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2300.00,6.00,414200.00,4600.00,2024-02-27,,
200,376,200,3,http://books.google.com/books/content?id=XCHQPeAcXcAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,800.00,9.00,98700.00,1000.00,2024-02-27,,
201,377,201,10,http://books.google.com/books/content?id=6zwaPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2200.00,3.00,130700.00,1400.00,2024-02-27,,
202,378,202,9,http://books.google.com/books/content?id=dkOPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1100.00,5.00,458200.00,5000.00,2024-02-27,,
203,380,203,2,http://books.google.com/books/content?id=_FPJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2700.00,5.00,396100.00,4400.00,2024-02-27,,
204,381,204,5,http://books.google.com/books/content?id=_0SLAXuhgG8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,200.00,10.00,331900.00,3600.00,2024-02-27,,
205,382,205,7,http://books.google.com/books/content?id=vr3GOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,200.00,6.00,373300.00,4100.00,2024-02-27,,
206,383,206,6,http://books.google.com/books/content?id=4s-Kb9kv36oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1200.00,5.00,473400.00,5200.00,2024-02-27,,
207,384,207,7,http://books.google.com/books/content?id=HLZTpvrUu4UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,100.00,7.00,321700.00,3500.00,2024-02-27,,
208,385,208,7,http://books.google.com/books/content?id=BUtKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2700.00,10.00,367700.00,4000.00,2024-02-27,,
209,386,209,8,http://books.google.com/books/content?id=puj-GgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,800.00,1.00,77800.00,800.00,2024-02-27,,
210,390,210,4,http://books.google.com/books/content?id=SnBAPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,900.00,0.00,335500.00,3700.00,2024-02-27,,
211,391,211,2,http://books.google.com/books/content?id=qvcWHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,300.00,8.00,442700.00,4900.00,2024-02-27,,
212,392,212,6,http://books.google.com/books/content?id=SNpbPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,200.00,0.00,145900.00,1600.00,2024-02-27,,
213,393,213,3,http://books.google.com/books/content?id=922yOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2800.00,6.00,125800.00,1300.00,2024-02-27,,
214,394,214,2,http://books.google.com/books/content?id=ZkAnPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,800.00,1.00,138700.00,1500.00,2024-02-27,,
215,395,215,9,http://books.google.com/books/content?id=lbmMnWzUitQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1900.00,2.00,315500.00,3500.00,2024-02-27,,
216,396,216,2,http://books.google.com/books/content?id=PT2-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2300.00,0.00,464500.00,5100.00,2024-02-27,,
217,397,217,8,http://books.google.com/books/content?id=hgrnwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1500.00,7.00,96700.00,1000.00,2024-02-27,,
218,399,218,9,http://books.google.com/books/content?id=ecMVGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1100.00,5.00,140200.00,1500.00,2024-02-27,,
219,401,219,7,http://books.google.com/books/content?id=cQPTAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2100.00,5.00,96300.00,1000.00,2024-02-27,,
220,402,220,8,http://books.google.com/books/content?id=0FWr76sfBFcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,800.00,8.00,486000.00,5400.00,2024-02-27,,
221,404,221,9,http://books.google.com/books/content?id=pPOaAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2500.00,6.00,442600.00,4900.00,2024-02-27,,
222,406,222,9,http://books.google.com/books/content?id=XUI-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1500.00,10.00,223900.00,2400.00,2024-02-27,,
223,407,223,3,http://books.google.com/books/content?id=rKZ3I94VPmsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2600.00,3.00,272100.00,3000.00,2024-02-27,,
224,409,224,5,http://books.google.com/books/content?id=l410PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,800.00,8.00,230700.00,2500.00,2024-02-27,,
225,411,225,1,http://books.google.com/books/content?id=R1zyMB5Q-ToC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1700.00,5.00,345700.00,3800.00,2024-02-27,,
226,412,226,1,http://books.google.com/books/content?id=U3hpAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1100.00,4.00,399800.00,4400.00,2024-02-27,,
227,413,227,8,http://books.google.com/books/content?id=nl8RavdABfMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1000.00,10.00,468700.00,5200.00,2024-02-27,,
228,414,228,4,http://books.google.com/books/content?id=ULU5AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1800.00,4.00,368600.00,4000.00,2024-02-27,,
229,415,229,2,http://books.google.com/books/content?id=wvshrWB6RB8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2600.00,3.00,174000.00,1900.00,2024-02-27,,
230,416,230,3,http://books.google.com/books/content?id=bilWrz2irggC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2300.00,0.00,90300.00,1000.00,2024-02-27,,
231,418,231,9,http://books.google.com/books/content?id=42naW00wy3gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1700.00,7.00,168900.00,1800.00,2024-02-27,,
232,419,232,10,http://books.google.com/books/content?id=R3VGjmmigBUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2400.00,5.00,481700.00,5300.00,2024-02-27,,
233,420,233,1,http://books.google.com/books/content?id=6nHZHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,100.00,4.00,189000.00,2100.00,2024-02-27,,
234,421,234,4,http://books.google.com/books/content?id=vNGrAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,500.00,2.00,47800.00,500.00,2024-02-27,,
235,422,235,2,http://books.google.com/books/content?id=Y7c-4LghfTwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.00,3.00,319200.00,3500.00,2024-02-27,,
236,425,236,7,http://books.google.com/books/content?id=CrJZDoVPL5cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,800.00,2.00,189400.00,2100.00,2024-02-27,,
237,426,237,6,http://books.google.com/books/content?id=O8noxcojJxoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1600.00,9.00,92500.00,1000.00,2024-02-27,,
238,428,238,4,http://books.google.com/books/content?id=AtKq2mFFA7wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1400.00,2.00,189700.00,2100.00,2024-02-27,,
239,430,239,9,http://books.google.com/books/content?id=w4fjPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2400.00,2.00,486900.00,5400.00,2024-02-27,,
240,432,240,4,http://books.google.com/books/content?id=9F0LHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1900.00,4.00,203100.00,2200.00,2024-02-27,,
241,433,241,7,http://books.google.com/books/content?id=Lnv2xTDDIBEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2600.00,1.00,478900.00,5300.00,2024-02-27,,
242,434,242,8,http://books.google.com/books/content?id=U-_pwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,500.00,2.00,232200.00,2500.00,2024-02-27,,
243,435,243,7,http://books.google.com/books/content?id=JkAHlQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1300.00,7.00,84100.00,900.00,2024-02-27,,
244,438,244,9,http://books.google.com/books/content?id=XkChvQO_t4oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,600.00,8.00,298700.00,3300.00,2024-02-27,,
245,439,245,4,http://books.google.com/books/content?id=1FIZAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,200.00,7.00,484100.00,5300.00,2024-02-27,,
246,440,246,1,http://books.google.com/books/content?id=qtxoPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,800.00,7.00,79400.00,800.00,2024-02-27,,
247,443,247,9,http://books.google.com/books/content?id=h9XDSeQTffAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2800.00,9.00,393700.00,4300.00,2024-02-27,,
248,445,248,7,http://books.google.com/books/content?id=r46RQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1500.00,5.00,80800.00,800.00,2024-02-27,,
249,448,249,3,http://books.google.com/books/content?id=3crLKtRkh_sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1000.00,5.00,283800.00,3100.00,2024-02-27,,
250,451,250,6,http://books.google.com/books/content?id=eN5ZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1000.00,0.00,388400.00,4300.00,2024-02-27,,
251,452,251,10,http://books.google.com/books/content?id=fvlHAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1000.00,7.00,57700.00,600.00,2024-02-27,,
252,454,252,9,http://books.google.com/books/content?id=14fytgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2400.00,4.00,84900.00,900.00,2024-02-27,,
253,459,253,6,http://books.google.com/books/content?id=ZUCexLg4WmQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,200.00,8.00,383600.00,4200.00,2024-02-27,,
254,462,254,8,http://books.google.com/books/content?id=-4abDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,900.00,2.00,358900.00,3900.00,2024-02-27,,
255,464,255,7,http://books.google.com/books/content?id=i_EYif0hOh0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2500.00,8.00,247100.00,2700.00,2024-02-27,,
256,466,256,5,http://books.google.com/books/content?id=2C-lPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2600.00,8.00,200400.00,2200.00,2024-02-27,,
257,467,257,8,http://books.google.com/books/content?id=TEU7OkzZFAEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,300.00,3.00,441900.00,4900.00,2024-02-27,,
258,468,258,10,http://books.google.com/books/content?id=LG_HtD8F32oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2300.00,3.00,385600.00,4200.00,2024-02-27,,
259,471,259,9,http://books.google.com/books/content?id=96lyt_iEPy4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2300.00,5.00,377200.00,4100.00,2024-02-27,,
260,474,260,3,http://books.google.com/books/content?id=IPMzAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1500.00,9.00,486400.00,5400.00,2024-02-27,,
261,475,261,1,http://books.google.com/books/content?id=voVFHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1200.00,5.00,444700.00,4900.00,2024-02-27,,
262,477,262,4,http://books.google.com/books/content?id=xzdRPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1300.00,6.00,210400.00,2300.00,2024-02-27,,
263,479,263,2,http://books.google.com/books/content?id=QJhzwQnbULkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,700.00,0.00,388700.00,4300.00,2024-02-27,,
264,484,264,3,http://books.google.com/books/content?id=iyufPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1100.00,9.00,218600.00,2400.00,2024-02-27,,
265,485,265,3,http://books.google.com/books/content?id=IcdvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1300.00,7.00,274800.00,3000.00,2024-02-27,,
266,488,266,7,http://books.google.com/books/content?id=cb9fQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2100.00,2.00,71300.00,700.00,2024-02-27,,
267,492,267,5,http://books.google.com/books/content?id=9YxEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2200.00,7.00,384700.00,4200.00,2024-02-27,,
268,493,268,7,http://books.google.com/books/content?id=k1jCjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2700.00,7.00,465700.00,5100.00,2024-02-27,,
269,496,269,5,http://books.google.com/books/content?id=zOJxPPOrfxQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2500.00,7.00,213800.00,2300.00,2024-02-27,,
270,510,270,6,http://books.google.com/books/content?id=WR1OPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1600.00,5.00,489000.00,5400.00,2024-02-27,,
271,512,271,3,http://books.google.com/books/content?id=x6Y1CioZ3QQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1000.00,5.00,44300.00,400.00,2024-02-27,,
272,515,272,6,http://books.google.com/books/content?id=GS506MEoByYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2900.00,3.00,115900.00,1200.00,2024-02-27,,
273,518,273,9,http://books.google.com/books/content?id=O2iN7uAkeCkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1000.00,6.00,273900.00,3000.00,2024-02-27,,
274,519,274,10,http://books.google.com/books/content?id=-GHiwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,700.00,6.00,189800.00,2100.00,2024-02-27,,
275,522,275,10,http://books.google.com/books/content?id=jhSNWZ6WqJEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,500.00,6.00,412300.00,4500.00,2024-02-27,,
276,524,276,10,http://books.google.com/books/content?id=EY6CsmJeS_MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2600.00,9.00,373000.00,4100.00,2024-02-27,,
277,526,277,10,http://books.google.com/books/content?id=Npn6GgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,500.00,1.00,42400.00,400.00,2024-02-27,,
278,527,278,6,http://books.google.com/books/content?id=XWGAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1700.00,9.00,132600.00,1400.00,2024-02-27,,
279,529,279,8,http://books.google.com/books/content?id=G0-wkQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1300.00,0.00,287700.00,3100.00,2024-02-27,,
280,531,280,5,http://books.google.com/books/content?id=p_jZ4l4yPA4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1700.00,9.00,161300.00,1700.00,2024-02-27,,
281,532,281,2,http://books.google.com/books/content?id=B3Bfrx0q_2oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2100.00,6.00,243400.00,2700.00,2024-02-27,,
282,535,282,8,http://books.google.com/books/content?id=zTY4PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,300.00,2.00,355700.00,3900.00,2024-02-27,,
283,537,283,7,http://books.google.com/books/content?id=G6jTDdyRZjIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1400.00,3.00,53400.00,500.00,2024-02-27,,
284,538,284,6,http://books.google.com/books/content?id=59i0Epdoe5wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,100.00,8.00,86300.00,900.00,2024-02-27,,
285,539,285,6,http://books.google.com/books/content?id=fAxNPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1500.00,7.00,288800.00,3200.00,2024-02-27,,
286,544,286,10,http://books.google.com/books/content?id=jqxIswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,400.00,8.00,270100.00,3000.00,2024-02-27,,
287,546,287,7,http://books.google.com/books/content?id=6o6nHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1700.00,1.00,245200.00,2700.00,2024-02-27,,
288,547,288,2,http://books.google.com/books/content?id=-atvPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,100.00,10.00,336600.00,3700.00,2024-02-27,,
289,548,289,1,http://books.google.com/books/content?id=HSQguZ_oEjgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2900.00,1.00,342000.00,3800.00,2024-02-27,,
290,549,290,5,http://books.google.com/books/content?id=2FIlHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,300.00,2.00,493000.00,5400.00,2024-02-27,,
291,554,291,1,http://books.google.com/books/content?id=rg_QQ4nKeugC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2200.00,8.00,248700.00,2700.00,2024-02-27,,
292,556,292,7,http://books.google.com/books/content?id=krBhIQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,800.00,0.00,370500.00,4100.00,2024-02-27,,
293,558,293,9,http://books.google.com/books/content?id=SR1GZtTfFSMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2800.00,5.00,209000.00,2300.00,2024-02-27,,
294,564,294,5,http://books.google.com/books/content?id=PJ1PEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2100.00,10.00,121700.00,1300.00,2024-02-27,,
295,568,295,1,http://books.google.com/books/content?id=DZVKScH9E5oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2600.00,6.00,290200.00,3200.00,2024-02-27,,
296,571,296,6,http://books.google.com/books/content?id=ZabjXK2TybUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2600.00,0.00,423300.00,4700.00,2024-02-27,,
297,573,297,8,http://books.google.com/books/content?id=Pa4O0vSQFwAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1800.00,10.00,190100.00,2100.00,2024-02-27,,
298,574,298,8,http://books.google.com/books/content?id=8YK7QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2800.00,6.00,249800.00,2700.00,2024-02-27,,
299,577,299,10,http://books.google.com/books/content?id=CJjkIWfuGCkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,400.00,6.00,114400.00,1200.00,2024-02-27,,
300,579,300,9,http://books.google.com/books/content?id=zpiINIdk9n8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2700.00,3.00,51800.00,500.00,2024-02-27,,
301,580,301,7,http://books.google.com/books/content?id=EwzlKWEQXecC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1000.00,4.00,285300.00,3100.00,2024-02-27,,
302,585,302,4,http://books.google.com/books/content?id=hnaWQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,500.00,3.00,246000.00,2700.00,2024-02-27,,
303,586,303,5,http://books.google.com/books/content?id=GbMcdtLNwRcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1100.00,0.00,144500.00,1600.00,2024-02-27,,
304,588,304,1,http://books.google.com/books/content?id=eIy2yB9SRF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,400.00,1.00,284000.00,3100.00,2024-02-27,,
305,589,305,10,http://books.google.com/books/content?id=8sxWGMYOjpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.00,9.00,213200.00,2300.00,2024-02-27,,
306,590,306,4,http://books.google.com/books/content?id=snaPPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2600.00,6.00,91200.00,1000.00,2024-02-27,,
307,591,307,4,http://books.google.com/books/content?id=iLACPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,100.00,2.00,211100.00,2300.00,2024-02-27,,
